全体通し番号	教科	教科での番号	試験の回数	試験の番号	大項目	中項目	問題	選択肢1	選択肢2	選択肢3	選択肢4	答え	解説
1070	経絡経穴概論	96	第27回	問題111	5 経穴の応用	A. 要穴	次の文で示す症状に対して八会穴を用いる場合に最も適切な経穴はどれか。「20歳の女性。月経時に服部にさし込む痛みがあり、血塊を伴う。」	1. 太杼	2. 腸兪	3. 陽陵泉	4. 懸鍾	2	【解説】八会穴は、**腑、臓、筋、髄、血、骨、脈、気**の、それぞれ気の聚るところで、臓の病には臓会、筋の病には筋会を用いれば効果が期待できる。設問では、月経時などに血に関係するため、**血会**が適当である。選択肢のうち血会は、2：**膈兪**である。その他の選択肢では、1：太杼が**骨会**、3：陽陵泉が**筋会**、4：懸鍾が**髄会**である。
1071	経絡経穴概論	97	第34回	問題112	5 経穴の応用	A. 要穴	陰経を総括する奇経の八脈交会穴はどれか。	1. 内関	2. 公孫	3. 列欠	4. 照海	3	【解説】陰経を総括するのは**任脈**である。八脈交会穴の宗穴は**列欠**である。内関は陰維脈、公孫は衝脈、照海は**陰蹺脈**である（表5参照）。
1072	経絡経穴概論	98	第29回	問題110	5 経穴の応用	A. 要穴	八脈交会穴が関係する奇経の組合せで正しいのはどれか。	1. 陰維脈 ―― 帯脈	2. 陽維脈 ―― 督脈	3. 陽蹺脈 ―― 衝脈	4. 陰蹺脈 ―― 任脈	4	【解説】八脈交会穴は、**衝脈と陰維脈**、**帯脈と陽維脈**、**督脈と陽蹺脈**、**任脈と陰蹺脈**である（表5参照）。
1073	経絡経穴概論	99	第34回	問題125	5 経穴の応用	A. 要穴	八総穴に属する経穴の部位はどれか。	1. 下腿前面、脛骨と解渓を結ぶ線上、膝蓋骨の下方9寸	2. 下腿外側、腓骨の前方、外踝尖の上方3寸	3. 足外側、外踝尖の直下、外踝下縁と踵骨の間の陥凹部	4. 膝後面、膝窩横紋の中点	3	【解説】1の経穴は**下巨虚**、2の経穴は**懸鍾**、3の経穴は**申脈**（陽蹺脈）である。八総穴に属するのは**申脈**（陽蹺脈）である（表5参照）。
1074	経絡経穴概論	100	第25回	問題112	5 経穴の応用	A. 要穴	八総穴で督脈の主治穴の部位はどれか。	1. 第5中手指節関節尺側の近位陥凹部、赤白肉際	2. 橈骨と尺骨の骨間の中点、手関節背側横紋の上方2寸	3. 足背、第1・第2中足骨底結合部前方、足背動脈脈動部	4. 足関節後内側、内踝尖とアキレス腱の間の陥凹部	1	【解説】八総穴で督脈の主治穴は、**後渓**である。選択肢のうち後渓の部位を表しているのは、1：「第5中手指節関節尺側の近位陥凹部、赤白肉際」である（表1参照）。
1075	経絡経穴概論	101	第32回	問題110	5 経穴の応用	A. 要穴	要穴で、所属するすべての経穴が足の三陽経のいずれかにあてはまるのはどれか。	1. 下合穴	2. 四総穴	3. 八総穴	4. 八会穴	1	【解説】足の三陽経は、胃経、胆経、膀胱経である。1：下合穴は、胆（**陽陵泉**）・小腸（**下巨虚**）・胃（**足三里**）・大腸（**上巨虚**）・膀胱（**委中**）・三焦（**委陽**）ですべて足の三陽経にあてはまる。2：四総穴は、胃（**足三里**）・膀胱（**委中**）・肺（**列欠**）・大腸（**合谷**）。3：八総穴は、傷脈（**列欠**）・陰維脈（**内関**）・帯脈（**臨泣**）・公孫（**衝脈**）・督脈（**後渓**）・陽蹺脈（**申脈**）・陰蹺脈（**照海**）・任脈（**列欠**）。4：八会穴は、腑（**中脘**）、臓（**章門**）、筋（**陽陵泉**）、髄（**懸鍾**）、血（**膈兪**）、骨（**大杼**）、脈（**太淵**）、気（**膻中**）。
1076	経絡経穴概論	102	第31回	問題111	5 経穴の応用	A. 要穴	手の三陽経、足の三陰経が交わる交会穴はどれか。	1. 百会	2. 大椎	3. 陽交	4. 三陰交	2	【解説】1：百会は督脈と足の太陽膀胱経、手の少陽三焦経、足の少陽胆経、足の厥陰肝経が交わる。2：大椎は督脈と手の三陽経、足の三陽経が交わる。3：陽交は足の少陽胆経と陽維脈が交わる。4：三陰交は、手の陽明大腸経、手の太陽小腸経、手の少陽三焦経と手の三陽経が交わる。
1077	経絡経穴概論	103	第27回	問題107	5 経穴の応用	A. 要穴	要穴で横に並ぶ組み合わせはどれか。	1. 小腸経の絡穴 ―― 大腸経の絡穴	2. 心の募穴 ―― 肝の募穴	3. 任脈の絡穴 ―― 胆の募穴	4. 心包の募穴 ── 脾の大絡の絡穴	2	【解説】要穴で横に並ぶ組み合わせで正しいのは、2：「**心の募穴** ―― **肝の募穴**」である。心の募穴は**巨闕**。巨闕は、臍の中央から上方6寸。期門は、第6肋間、前正中線から外方4寸。「支正 ―― 偏歴」、「鳩尾 ―― 日月」、「膻中 ―― 大包」で、同じ高さにはない。
1078	経絡経穴概論	104	第30回	問題123	5 経穴の応用	A. 要穴	大腸の下合穴が所属する経脈の経火穴はどれか。	1. 陥谷	2. 陽渓	3. 解渓	4. 崑崙	3	【解説】大腸の下合穴の経穴は**上巨虚**で所属経脈は**足の陽明胃経**で、経火穴は**解渓**である。1：陥谷は足の陽明胃経の**兪木穴**、2：陽渓は手の陽明大腸経の**経火穴**、3：解渓は足の陽明胃経の**経火穴**、4：崑崙は足の太陽膀胱経の**経火穴**となる。
1079	経絡経穴概論	105	第33回	問題123	5 経穴の応用	B. 組合せ穴	中風七穴はどれか。	1. 肩井	2. 梁丘	3. 陽陵泉	4. 曲池	4	【解説】中風七穴は、①**百会**、**曲池**、**肩井**、**風市**、**足三里**、**懸鍾**、②**百会**、**風池**、**大椎**、**肩井**、**間使**、**足三里**の2説がある。よって中風七穴は**曲池**である。
1080	経絡経穴概論	106	第33回	問題124	5 経穴の応用	B. 組合せ穴	女児に行う小児神経症の灸で正しいのはどれか。	1. 左の膈兪と右の肝兪	2. 右の肝兪と左の脾兪	3. 左の胆兪と右の脾兪	4. 右の脾兪と左の胃兪	2	【解説】小児神経症の灸は、男児は左**肝兪**、右**脾兪**、女児は右**肝兪**、左**脾兪**の2穴を取る。
1081	経絡経穴概論	107	第32回	問題125	5 経穴の応用	B. 組合せ穴	脚気八処の穴に含まれないのはどれか。	1. 伏兎	2. 外膝眼	3. 下巨虚	4. 条口	4	【解説】脚気八処の穴は、**風市**・**伏兎**・**犢鼻**・**外膝眼**・**足三里**・**上巨虚**・**下巨虚**・**懸鍾**の8穴である。含まれないのは**条口**。
1082	経絡経穴概論	108	第31回	問題124	5 経穴の応用	B. 組合せ穴	組合せで用いる経穴で八会穴を含まないのはどれか。	1. 翻気八処の穴	2. 小児斜差の灸	3. 中風七穴	4. 六つ灸	2	【解説】1：脚気八処の穴は、**風市**、**伏兎**、**犢鼻**、**外膝眼**、**足三里**、**上巨虚**、**下巨虚**、**懸鍾**の8穴。2：小児斜差の灸は、男児は左**肝兪**、右**脾兪**、女児は右**肝兪**、左**脾兪**の各2穴、3：中風七穴は、**百会**、**曲池**、**風市**、**足三里**、**懸鍾**、**大椎**、**肩井**、**間使**、**足三里**の各7穴、4：六つ灸は、**膈兪**、**肝兪**、**脾兪**の左右6穴。八会穴を含まないのは**小児斜差の灸**。
1083	経絡経穴概論	109	第30回	問題122	5 経穴の応用	B. 組合せ穴	六つ灸で用いる経穴と同じ高さにあるのはどれか。	1. 至陽	2. 筋縮	3. 中枢	4. 脊中	2	【解説】六つ灸で用いる経穴は**膈兪**（第7胸椎棘突起下縁の高さ）、**肝兪**（第9胸椎棘突起下縁の高さ）、**脾兪**（第11胸椎棘突起下縁の高さ）である。1：至陽は第7胸椎棘突起下縁の高さ、2：**筋縮**は第9胸椎棘突起下縁の高さ、3：中枢は第10胸椎棘突起下縁の高さ。
1084	経絡経穴概論	110											
